contract_id,parent_org,marketing_name,members,overall_star_2026,cs_star,clin_star,gross_forgone_qbp_musd,addressable_forgone_qbp_musd,addressable_pct,confidence,primary_sources
H7115,Memorial Hermann Health System,Memorial Hermann Health Plan,14748,3.5,3.8,3.0,7.2,0.9,0.13,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
R7220,Humana Inc.,Humana,3013,2.5,3.4,2.6,3.1,0.9,0.30,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H4733,Community Health Group,Community Health Group,9901,3.5,3.8,2.7,4.8,0.8,0.16,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H5386,Sharp Healthcare,Sharp Health Plan,19572,3.5,3.9,3.3,9.5,0.8,0.08,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H6322,McLaren Health Care Corporation,McLaren Medicare,2416,3,3.2,2.4,2.5,0.8,0.33,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H6813,"Devoted Health, Inc.",Devoted Health,2911,3.5,3.1,3.4,1.4,0.8,0.58,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H3810,"AllCare Health, Inc.",AllCare Advantage,2436,2.5,3.3,2.0,2.5,0.7,0.27,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H3811,"Samaritan Health Services, Inc.",Samaritan Advantage Health Plans,1420,3,2.9,2.9,1.5,0.7,0.50,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H3814,ATRIO Health Plans,ATRIO Health Plans,2076,2,2.9,1.5,2.1,0.7,0.31,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H5854,"Elevance Health, Inc.",Anthem Blue Cross and Blue Shield,36755,3.5,4.0,3.3,17.9,0.7,0.04,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H7605,"Devoted Health, Inc.",Devoted Health,2362,3.5,3.4,3.6,1.2,0.7,0.59,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H9699,USAble Mutual Insurance Company,Arkansas Blue Medicare,7937,3,3.9,2.7,8.2,0.7,0.09,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H1722,"Healthfirst, Inc.",Healthfirst Medicare Plan,1926,3,3.3,2.6,2.0,0.6,0.32,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H5377,Humana Inc.,Humana,3512,3.5,3.6,3.3,1.7,0.6,0.38,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H5810,"Molina Healthcare, Inc.",Molina Healthcare of California,1367,3,2.9,2.7,1.4,0.6,0.46,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H6237,"Cambia Health Solutions, Inc.",Regence BlueCross BlueShield of Oregon,1862,3.5,3.3,3.7,0.9,0.6,0.68,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H8379,Corewell Health,Priority Health Medicare,8685,3.5,3.8,3.1,4.2,0.6,0.15,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
R5361,Humana Inc.,Humana,5530,3,3.9,3.0,5.7,0.6,0.10,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H1350,"Gemstone Holdings, Inc.",Blue Cross of Idaho,32406,3.5,4.0,3.0,15.8,0.5,0.03,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H1659,"UnitedHealth Group, Inc.",UnitedHealthcare,2412,3,3.7,2.7,2.5,0.5,0.20,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H2237,Humana Inc.,iCare,920,2.5,2.6,2.6,0.9,0.5,0.50,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H5969,AlohaCare,AlohaCare,2540,3.5,3.3,3.0,1.2,0.5,0.42,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H8133,Health Care Service Corporation,Blue Cross and Blue Shield of Texas,2581,3,3.7,2.6,2.7,0.5,0.19,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H9387,Centene Corporation,Wellcare By Allwell,916,2.5,2.6,2.7,0.9,0.5,0.52,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H3777,CuraCor Solutions Corp.,Experience Health,1993,3.5,3.7,3.6,1.0,0.4,0.45,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H4676,"Troy Holdings, Inc.",Troy Medicare,1707,3,3.5,2.4,1.8,0.4,0.25,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H7323,Centene Corporation,Wellcare,2101,3.5,3.2,2.7,1.0,0.4,0.37,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H8552,"Elevance Health, Inc.",Anthem Blue Cross Life and Health Insurance Compan,1075,2.5,3.1,2.3,1.1,0.4,0.33,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H9147,CuraCor Solutions Corp.,Blue Cross and Blue Shield of North Carolina,3346,3.5,3.5,2.7,1.6,0.4,0.27,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H9460,Health Care Service Corporation,Cigna HealthCare,1545,3,3.5,2.4,1.6,0.4,0.23,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
R5826,Humana Inc.,Humana,4651,3.5,3.7,2.9,2.3,0.4,0.19,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H1365,"Martin's Point Health Care, Inc.",Martin's Point Generations Advantage,3614,3.5,3.8,3.2,1.8,0.3,0.18,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H4754,PacificSource,PacificSource Medicare,2524,3,3.8,2.8,2.6,0.3,0.13,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H4931,Banner Health,Banner Medicare Advantage,10807,3.5,3.9,2.9,5.3,0.3,0.05,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H6158,USAble Mutual Insurance Company,Arkansas Blue Medicare,4884,3,3.9,2.2,5.0,0.3,0.06,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H7093,"Elevance Health, Inc.",Anthem Blue Cross and Blue Shield,10178,3.5,3.9,2.6,5.0,0.3,0.06,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H7678,"Molina Healthcare, Inc.","Molina Healthcare of Texas, Inc.",2691,3.5,3.6,2.8,1.3,0.3,0.24,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H8547,Health Care Service Corporation,Blue Cross and Blue Shield of Illinois,1553,3.5,3.7,3.4,0.8,0.3,0.35,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H9431,CVS Health Corporation,Aetna Medicare,693,3,3.4,3.1,0.7,0.3,0.41,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H9678,"Healthfirst, Inc.",Healthfirst Medicare Plan,642,3,3.1,2.8,0.7,0.3,0.44,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H9986,"Independent Living Systems, LLC",Florida Complete Care,1349,3,3.6,2.7,1.4,0.3,0.21,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H0074,Centene Corporation,Wellcare,1540,3.5,3.5,2.5,0.8,0.2,0.26,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H0783,Humana Inc.,Humana,514,2.5,3.2,2.5,0.5,0.2,0.35,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H5294,Centene Corporation,Wellcare By Allwell,17183,3.5,4.0,2.6,8.4,0.2,0.02,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H8554,Health Care Service Corporation,"Blue Cross and Blue Shield of OK, TX",777,3,3.5,2.7,0.8,0.2,0.29,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H2563,Sentara Health Care (SHC),Sentara Medicare,908,3.5,3.5,2.6,0.4,0.1,0.27,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H6154,Medica Holding Company,Medica,1792,3.5,3.9,3.3,0.9,0.1,0.13,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H7123,UPMC Health System,UPMC for Life Complete Care,1470,3.5,3.9,2.9,0.7,0.1,0.07,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H0104,BlueCross BlueShield of Alabama,Blue Cross and Blue Shield of Alabama,113779,3.5,4.6,2.8,55.5,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H0251,"UnitedHealth Group, Inc.",UnitedHealthcare,77244,3.5,4.5,2.7,37.7,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H0321,"UnitedHealth Group, Inc.",UnitedHealthcare,70442,3.5,4.0,2.8,34.3,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H0432,"UnitedHealth Group, Inc.",UnitedHealthcare,55509,3.5,4.0,3.1,27.1,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H0439,Health Care Service Corporation,Cigna HealthCare,30323,3.5,4.2,3.1,14.8,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H1189,CHRISTUS Health,CHRISTUS Health Advantage,8889,3.5,4.2,3.0,4.3,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H1304,"Cambia Health Solutions, Inc.",Regence BlueShield of Idaho,864,3.5,4.1,2.9,0.4,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H1347,BlueCross BlueShield of Alabama,Patrius Health,4652,3,4.2,2.2,4.8,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H1692,CVS Health Corporation,Aetna Medicare,21778,3.5,4.1,3.0,10.6,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H1799,"Molina Healthcare, Inc.",Passport Advantage,2163,3.5,4.3,2.4,1.1,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H1947,"Elevance Health, Inc.",Healthy Blue,3324,3.5,4.2,2.3,1.6,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H1993,Astiva Health Holdings Incorporated,Astiva Health,49525,3.5,4.1,3.3,24.1,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H2247,"UnitedHealth Group, Inc.",UnitedHealthcare,39446,3.5,4.1,2.5,19.2,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H2400,"BrightSpring Health Services, Inc.",Signature Advantage (HMO SNP),1072,3,4.1,2.9,1.1,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H2419,South Country Health Alliance,South Country Health Alliance,932,3.5,4.0,3.4,0.5,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H2422,"HealthPartners, Inc.",HealthPartners,5717,3.5,4.0,3.4,2.8,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H2491,Centene Corporation,Wellcare,10505,3.5,4.0,2.8,5.1,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H2816,Centene Corporation,Wellcare,1842,3.5,4.4,2.8,0.9,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H3186,Sanford Health,Align powered by Sanford Health Plan,2916,3,4.0,3.0,3.0,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H3239,CVS Health Corporation,Aetna Medicare,53406,3.5,4.1,2.9,26.0,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H3259,BlueCross BlueShield of Tennessee,BlueCare Plus Tennessee,30362,3.5,4.0,2.6,14.8,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H3653,MEDICAL MUTUAL OF OHIO,Paramount Elite Medicare Plans,15240,3.5,4.4,3.0,7.4,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H3672,"The Health Plan of West Virginia, Inc.",The Health Plan,7271,3.5,4.3,2.8,3.5,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H3755,St Francis Health System & St John Health System,CommunityCare Senior Health Plan (HMO),37953,3.5,4.2,3.2,18.5,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H3979,Health Care Service Corporation,Blue Cross and Blue Shield of Oklahoma,3188,3.5,4.1,3.1,1.6,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H4005,Guidewell Mutual Holding Corporation,Triple-S Advantage,6601,3.5,4.0,3.2,3.2,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H4213,USAble Mutual Insurance Company,Arkansas Blue Medicare,2288,3.5,4.1,2.6,1.1,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H4471,"Elevance Health, Inc.",Anthem Blue Cross,104863,3,4.1,2.6,107.7,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H4605,"Cambia Health Solutions, Inc.",Regence BlueCross BlueShield of Utah,7257,3.5,4.4,3.0,3.5,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H5008,"UnitedHealth Group, Inc.",UnitedHealthcare,58534,3.5,4.1,2.7,28.5,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H5106,Highmark Health,Highmark Blue Cross Blue Shield,15915,3.5,4.2,3.1,7.8,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H5322,"UnitedHealth Group, Inc.",UnitedHealthcare,217118,3.5,4.0,3.0,105.8,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H5325,CVS Health Corporation,Aetna Medicare,18871,3.5,4.1,2.8,9.2,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H5435,"UnitedHealth Group, Inc.",UnitedHealthcare,1454,2.5,4.0,1.8,1.5,0.0,0.01,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H5900,Blue Cross Blue Shield of Michigan Mutual Ins. Co.,Wellmark Advantage Health Plan,43913,3.5,4.1,3.4,21.4,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H5995,ATRIO Health Plans,ATRIO Health Plans,196,2.5,4.0,2.2,0.2,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H6078,"Elevance Health, Inc.",Blue Medicare Advantage,21190,3.5,4.4,3.0,10.3,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H6202,Blue Cross Blue Shield of Michigan Mutual Ins. Co.,NextBlue of North Dakota,6683,3.5,4.3,3.3,3.3,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H6529,"SIHO Holding, Inc.",MyTruAdvantage,2291,3.5,4.2,3.0,1.1,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H6595,"UnitedHealth Group, Inc.",UnitedHealthcare,28812,3.5,4.3,2.4,14.0,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H6832,"Curana Health Holdings, LLC",Align Senior Care,1440,2.5,4.1,1.9,1.5,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H6874,"Aspirus, Inc.",Aspirus Health Plan,6039,3.5,4.2,3.1,2.9,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H7063,Blue Cross Blue Shield of Kansas,Blue Cross and Blue Shield of Kansas,10240,3.5,4.0,3.0,5.0,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H8145,Humana Inc.,Humana,29536,3.5,4.2,3.1,14.4,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H8176,"Molina Healthcare, Inc.",Molina Healthcare of South Carolina,3168,3.5,4.0,2.7,1.5,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H8604,"The Health Plan of West Virginia, Inc.",The Health Plan,6899,3.5,4.4,2.9,3.4,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H8649,CVS Health Corporation,Aetna Medicare,1434,3.5,4.0,2.9,0.7,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H8947,"West Virginia United Health System, Inc.",Peak Health,12475,3.5,4.0,3.2,6.1,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H9042,"SIHO Holding, Inc.",MyTruAdvantage,8430,3,4.3,2.8,8.7,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
H9153,"SNP Holdings, LLC",West Virginia Senior Advantage,1607,3,4.1,2.6,1.7,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H9525,"Elevance Health, Inc.",Anthem Blue Cross and Blue Shield,93167,3.5,4.0,2.9,45.4,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H9630,Centene Corporation,Wellcare By Allwell,21298,3.5,4.0,2.7,10.4,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H9730,Centene Corporation,Wellcare,36253,3.5,4.0,2.8,17.7,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
R0110,Humana Inc.,Humana,39605,3.5,4.2,3.1,19.3,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
R0759,"UnitedHealth Group, Inc.",UnitedHealthcare,20522,3.5,4.3,3.0,10.0,0.0,0.00,medium,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026; NEW-FALLER
R4182,Humana Inc.,Humana,12402,3.5,4.2,2.7,6.0,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
R5941,"Elevance Health, Inc.",Anthem Blue Cross and Blue Shield,13568,3.5,4.3,2.9,6.6,0.0,0.00,high,CMS-2026-SR(Oct8-2025)+MeasureStars; CMS-Enr-Jun2026; KFF-QBP; MedPAC-2026
H2456,UCare Minnesota,UCare's MSHO,,3,3.3,2.8,,,,low,missing enrollment or measure-level stars
H3071,Group 1001,Clear Spring Health,,3,2.7,2.9,,,,low,missing enrollment or measure-level stars
H3536,"Elevance Health, Inc.",Anthem Blue Cross and Blue Shield,,3.5,3.5,2.8,,,,low,missing enrollment or measure-level stars
H5937,UCare Minnesota,UCare,,3,3.5,2.6,,,,low,missing enrollment or measure-level stars
H6379,Group 1001,Clear Spring Health,,3,2.1,3.4,,,,low,missing enrollment or measure-level stars
H6672,Group 1001,Clear Spring Health,,2.5,1.7,2.7,,,,low,missing enrollment or measure-level stars
H6898,Blue Cross Blue Shield of Michigan Mutual Ins. Co.,Vermont Blue Advantage,,3.5,4.2,3.4,,,,low,missing enrollment or measure-level stars
H7389,Health Care Service Corporation,Cigna Healthcare,,2.5,2.8,2.2,,,,low,missing enrollment or measure-level stars
H8070,UCare Minnesota,UCare,,3.5,4.0,3.1,,,,low,missing enrollment or measure-level stars
R7444,"UnitedHealth Group, Inc.",UnitedHealthcare,,3.5,4.6,3.1,,,,low,missing enrollment or measure-level stars
